118 [06/sep/2001:09:42:46 -0300] "bet	/home/joshua:
145 [06/sep/2001:20:59:22 -0300] "bet	files-other.scm
145 [06/sep/2001:21:00:38 -0300] "bet	files-unix.scm
145 [09/sep/2001:21:21:01 -0300] "bet	liarc-base-rules
145 [09/sep/2001:21:21:01 -0300] "bet	m4.sh
145 [06/sep/2001:20:41:37 -0300] "bet	Makefile.in.in
145 [06/sep/2001:20:42:02 -0300] "bet	makegen.scm
145 [06/sep/2001:20:42:13 -0300] "bet	makeinit.sh
244 [06/sep/2001:11:35:20 -0300] "bet	pkds-liarc.scm
244 [06/sep/2001:11:36:30 -0300] "bet	
244 [06/sep/2001:11:47:59 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/microcode/ntutl:
244 [07/sep/2001:14:56:46 -0300] "bet	coffee.ico
244 [07/sep/2001:14:57:22 -0300] "bet	config.bat
244 [07/sep/2001:14:57:26 -0300] "bet	config.h
130 [07/sep/2001:14:41:53 -0300] "bet	conses.ico
130 [07/sep/2001:14:41:59 -0300] "bet	edwin.ico
130 [07/sep/2001:14:42:32 -0300] "bet	envir1.ico
130 [07/sep/2001:14:16:54 -0300] "bet	float.h
130 [07/sep/2001:14:16:54 -0300] "bet	gc.cur
130 [07/sep/2001:14:41:53 -0300] "bet	graphics.ico
130 [07/sep/2001:14:42:49 -0300] "bet	lambda2.ico
130 [07/sep/2001:14:49:03 -0300] "bet	lambda.ico
130 [07/sep/2001:15:08:25 -0300] "bet	liar1.ico
130 [07/sep/2001:15:16:14 -0300] "bet	liar2.ico
130 [07/sep/2001:15:16:14 -0300] "bet	liar3.ico
130 [07/sep/2001:15:16:21 -0300] "bet	limits.h
130 [07/sep/2001:15:16:36 -0300] "bet	makefile
130 [07/sep/2001:15:16:57 -0300] "bet	makefile.wcc
130 [07/sep/2001:15:17:00 -0300] "bet	mincer.ico
130 [07/sep/2001:15:17:04 -0300] "bet	ntdialog.dlg
130 [07/sep/2001:15:17:10 -0300] "bet	ntdialog.h
130 [07/sep/2001:15:17:12 -0300] "bet	ntgui.rc
130 [07/sep/2001:15:17:16 -0300] "bet	scheme16.c
130 [07/sep/2001:15:17:18 -0300] "bet	scheme16.def
130 [07/sep/2001:15:17:27 -0300] "bet	scheme16.mak
130 [07/sep/2001:15:17:31 -0300] "bet	scheme31.c
130 [07/sep/2001:15:17:45 -0300] "bet	scheme31.def
130 [07/sep/2001:15:17:45 -0300] "bet	scheme32.c
130 [07/sep/2001:15:17:51 -0300] "bet	scheme32.def
130 [07/sep/2001:15:18:18 -0300] "bet	scheme32.lbc
130 [07/sep/2001:15:18:43 -0300] "bet	scheme32.lnk
130 [07/sep/2001:15:18:56 -0300] "bet	schlogo.ico
130 [07/sep/2001:15:19:09 -0300] "bet	scm-cl3.lst
130 [07/sep/2001:15:19:09 -0300] "bet	scm-p-nt.lst
130 [07/sep/2001:15:19:12 -0300] "bet	setenv.bat
130 [07/sep/2001:15:20:28 -0300] "bet	shield1.ico
130 [07/sep/2001:15:20:30 -0300] "bet	shield2.ico
247 [07/sep/2001:14:33:33 -0300] "bet	shield3.ico
247 [07/sep/2001:14:33:33 -0300] "bet	shield4.ico
247 [07/sep/2001:16:16:56 -0300] "bet	wconfig.bat
247 [07/sep/2001:16:16:56 -0300] "bet	win31.bat
247 [07/sep/2001:16:22:05 -0300] "bet	winnt.bat
247 [07/sep/2001:16:22:21 -0300] "bet	
247 [07/sep/2001:16:22:49 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/pgsql:
247 [07/sep/2001:16:23:04 -0300] "bet	aclocal.m4
247 [07/sep/2001:16:23:28 -0300] "bet	AUTHORS
247 [07/sep/2001:16:24:25 -0300] "bet	autogen.sh
247 [07/sep/2001:16:24:25 -0300] "bet	autom4te.cache
247 [07/sep/2001:16:24:31 -0300] "bet	ChangeLog
247 [07/sep/2001:16:24:37 -0300] "bet	compile
247 [07/sep/2001:16:27:45 -0300] "bet	compile.scm
247 [07/sep/2001:16:27:49 -0300] "bet	compile.sh
247 [07/sep/2001:16:22:22 -0300] "bet	config.guess
247 [07/sep/2001:16:22:37 -0300] "bet	config.h.in
104 [06/sep/2001:12:37:51 -0300] "bet	config.sub
104 [06/sep/2001:12:37:52 -0300] "bet	configure
169 [10/aug/2001:19:22:46 -0300] "bet	configure.ac
169 [10/aug/2001:19:22:46 -0300] "bet	COPYING
169 [10/aug/2001:19:22:57 -0300] "bet	depcomp
169 [10/aug/2001:19:22:57 -0300] "bet	INSTALL
169 [10/aug/2001:19:23:00 -0300] "bet	install-sh
169 [10/aug/2001:19:23:03 -0300] "bet	ltmain.sh
169 [10/aug/2001:19:23:06 -0300] "bet	m4
97 [08/sep/2001:02:45:38 -0300] "bet	Makefile.am
97 [08/sep/2001:02:45:38 -0300] "bet	Makefile.in
97 [08/sep/2001:02:45:46 -0300] "bet	make.scm
97 [08/sep/2001:02:45:46 -0300] "bet	missing
97 [08/sep/2001:02:45:47 -0300] "bet	NEWS
97 [08/sep/2001:02:45:52 -0300] "bet	optiondb.scm
97 [08/sep/2001:02:46:04 -0300] "bet	pgsql.cdecl
97 [08/sep/2001:02:46:04 -0300] "bet	pgsql-check.scm
97 [08/sep/2001:02:46:07 -0300] "bet	pgsql-check.sh
20 [06/sep/2001:19:30:20 -0300] "bet	pgsql.pkg
0 [09/sep/2001:15:07:04 -0300] "bet	pgsql.scm
0 [09/sep/2001:15:07:21 -0300] "bet	pgsql-shim.h
0 [09/sep/2001:15:07:39 -0300] "bet	README
0 [09/sep/2001:15:08:31 -0300] "bet	tags-fix.sh
0 [09/sep/2001:09:48:26 -0300] "bet	test-driver
0 [09/sep/2001:09:48:27 -0300] "bet	
0 [09/sep/2001:09:51:13 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/pgsql/autom4te.cache:
0 [09/sep/2001:09:52:36 -0300] "bet	output.0
0 [09/sep/2001:09:53:32 -0300] "bet	output.1
0 [09/sep/2001:09:53:32 -0300] "bet	output.2
0 [09/sep/2001:09:53:36 -0300] "bet	output.3
0 [09/sep/2001:09:53:38 -0300] "bet	requests
0 [09/sep/2001:09:53:45 -0300] "bet	traces.0
0 [09/sep/2001:09:53:48 -0300] "bet	traces.1
0 [09/sep/2001:09:53:57 -0300] "bet	traces.2
0 [09/sep/2001:09:53:58 -0300] "bet	traces.3
0 [09/sep/2001:09:54:05 -0300] "bet	
0 [09/sep/2001:09:54:08 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/pgsql/m4:
0 [09/sep/2001:09:54:35 -0300] "bet	libtool.m4
0 [09/sep/2001:09:54:42 -0300] "bet	lt~obsolete.m4
0 [09/sep/2001:14:59:05 -0300] "bet	ltoptions.m4
0 [09/sep/2001:14:59:05 -0300] "bet	ltsugar.m4
0 [09/sep/2001:15:06:14 -0300] "bet	ltversion.m4
0 [09/sep/2001:15:07:04 -0300] "bet	
0 [10/sep/2001:22:11:18 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/relnotes:
0 [10/sep/2001:22:11:27 -0300] "bet	README
0 [10/sep/2001:22:11:27 -0300] "bet	
0 [10/sep/2001:22:11:32 -0300] "bet	/home/joshua/Desktop/mit-scheme-11.2/src/runtime:
0 [10/sep/2001:22:11:34 -0300] "bet	advice.bci
0 [10/sep/2001:22:11:57 -0300] "bet	advice.bin
0 [10/sep/2001:22:12:02 -0300] "bet	advice.com
0 [10/sep/2001:22:13:11 -0300] "bet	advice.scm
0 [10/sep/2001:22:13:13 -0300] "bet	amap-alist.bci
0 [10/sep/2001:22:13:58 -0300] "bet	amap-alist.bin
0 [10/sep/2001:22:14:03 -0300] "bet	amap-alist.com
0 [10/sep/2001:22:15:15 -0300] "bet	amap-alist.scm
0 [10/sep/2001:22:15:23 -0300] "bet	amap.bci
0 [10/sep/2001:22:15:25 -0300] "bet	amap.bin
0 [11/aug/2001:15:21:38 -0300] "bet	amap.com
0 [11/aug/2001:15:21:40 -0300] "bet	amap.ext
0 [11/aug/2001:15:22:06 -0300] "bet	amap-hash-table.bci
0 [11/aug/2001:15:22:07 -0300] "bet	amap-hash-table.bin
0 [11/aug/2001:15:22:25 -0300] "bet	amap-hash-table.com
0 [11/aug/2001:15:22:25 -0300] "bet	amap-hash-table.scm
0 [11/aug/2001:15:22:37 -0300] "bet	amap-impl.bci
0 [11/aug/2001:15:22:45 -0300] "bet	amap-impl.bin
0 [11/aug/2001:17:40:16 -0300] "bet	amap-impl.com
0 [11/aug/2001:17:41:44 -0300] "bet	amap-impl.ext
0 [11/aug/2001:17:44:43 -0300] "bet	amap-impl.scm
0 [11/aug/2001:17:44:43 -0300] "bet	amap.scm
0 [11/aug/2001:17:44:45 -0300] "bet	amap-trie.bci
0 [11/aug/2001:17:45:12 -0300] "bet	amap-trie.bin
0 [11/aug/2001:17:45:16 -0300] "bet	amap-trie.com
0 [11/aug/2001:17:45:18 -0300] "bet	amap-trie.scm
0 [11/aug/2001:17:45:39 -0300] "bet	apply.bci
0 [20/aug/2001:20:53:02 -0300] "bet	apply.bin
0 [20/aug/2001:20:53:02 -0300] "bet	apply.com
0 [20/aug/2001:20:54:36 -0300] "bet	apply.scm
0 [20/aug/2001:20:54:36 -0300] "bet	apropos.bci
0 [20/aug/2001:20:54:38 -0300] "bet	apropos.bin
0 [20/aug/2001:20:54:42 -0300] "bet	apropos.com
0 [20/aug/2001:20:54:46 -0300] "bet	apropos.scm
0 [20/aug/2001:20:55:36 -0300] "bet	arith.bci
0 [20/aug/2001:21:02:23 -0300] "bet	arith.bin
139 [11/sep/2001:00:26:21 -0300] "bet	arith.com
139 [11/sep/2001:00:26:21 -0300] "bet	arith.ext
139 [11/sep/2001:00:30:18 -0300] "bet	arith.scm
139 [11/sep/2001:00:30:18 -0300] "bet	binary-port.bci
139 [11/sep/2001:00:30:25 -0300] "bet	binary-port.bin
206 [10/sep/2001:22:02:50 -0300] "bet	binary-port.com
206 [10/sep/2001:22:03:24 -0300] "bet	binary-port.ext
206 [10/sep/2001:22:03:24 -0300] "bet	binary-port.scm
206 [10/sep/2001:22:04:08 -0300] "bet	bitstr.bci
206 [10/sep/2001:22:04:52 -0300] "bet	bitstr.bin
206 [10/sep/2001:22:05:38 -0300] "bet	bitstr.com
206 [10/sep/2001:22:06:39 -0300] "bet	bitstr.ext
206 [10/sep/2001:22:07:02 -0300] "bet	bitstr.scm
49 [10/sep/2001:21:15:38 -0300] "bet	blowfish.bci
242 [03/sep/2001:09:58:31 -0300] "bet	blowfish.bin
242 [03/sep/2001:09:58:31 -0300] "bet	blowfish.com
242 [03/sep/2001:09:58:41 -0300] "bet	blowfish.scm
242 [06/sep/2001:13:15:14 -0300] "bet	boole.bci
242 [06/sep/2001:13:15:14 -0300] "bet	boole.bin
242 [10/sep/2001:08:23:55 -0300] "bet	boole.com
242 [10/sep/2001:08:24:19 -0300] "bet	boole.ext
242 [11/sep/2001:09:09:44 -0300] "bet	boole.scm
242 [11/sep/2001:09:10:09 -0300] "bet	boot.bci
242 [11/sep/2001:09:41:54 -0300] "bet	boot.bin
242 [11/sep/2001:09:42:03 -0300] "bet	boot.com
242 [20/aug/2001:09:59:06 -0300] "bet	boot.ext
242 [20/aug/2001:09:59:06 -0300] "bet	boot.scm
242 [21/aug/2001:12:11:52 -0300] "bet	boot-seq.bci
242 [21/aug/2001:12:11:52 -0300] "bet	boot-seq.bin
182 [07/sep/2001:18:05:21 -0300] "bet	boot-seq.com
182 [07/sep/2001:18:05:21 -0300] "bet	boot-seq.scm
182 [07/sep/2001:18:11:04 -0300] "bet	bundle.bci
182 [07/sep/2001:18:11:34 -0300] "bet	bundle.bin
182 [07/sep/2001:18:11:34 -0300] "bet	bundle.com
182 [09/sep/2001:13:40:22 -0300] "bet	bundle.ext
72 [10/sep/2001:20:05:02 -0300] "bet	bundle.scm
72 [10/sep/2001:20:05:03 -0300] "bet	bytevector.bci
72 [11/aug/2001:19:11:45 -0300] "bet	bytevector.bin
72 [11/aug/2001:19:11:45 -0300] "bet	bytevector.com
204 [09/sep/2001:11:25:02 -0300] "bet	bytevector.ext
204 [09/sep/2001:11:25:05 -0300] "bet	bytevector-low.bci
230 [09/sep/2001:11:19:41 -0300] "bet	bytevector-low.bin
233 [09/sep/2001:11:19:37 -0300] "bet	bytevector-low.com
233 [09/sep/2001:11:19:49 -0300] "bet	bytevector-low.ext
234 [09/sep/2001:11:22:16 -0300] "bet	bytevector-low.scm
235 [09/sep/2001:11:19:46 -0300] "bet	bytevector.scm
235 [09/sep/2001:11:19:54 -0300] "bet	cgen-base.bci
238 [09/sep/2001:11:17:00 -0300] "bet	cgen-base.bin
238 [09/sep/2001:11:25:02 -0300] "bet	cgen-base.com
238 [09/sep/2001:11:25:05 -0300] "bet	cgen-base.ext
10 [09/sep/2001:11:16:59 -0300] "bet	cgen-base.scm
8 [09/sep/2001:11:19:38 -0300] "bet	cgen-cse.bci
8 [09/sep/2001:11:19:44 -0300] "bet	cgen-cse.bin
8 [09/sep/2001:11:19:48 -0300] "bet	cgen-cse.com
8 [09/sep/2001:11:19:51 -0300] "bet	cgen-cse.ext
8 [09/sep/2001:11:19:56 -0300] "bet	cgen-cse.scm
8 [09/sep/2001:11:20:57 -0300] "bet	cgen-optimize.bci
8 [09/sep/2001:11:21:53 -0300] "bet	cgen-optimize.bin
	cgen-optimize.com
	cgen-optimize.scm
	cgen-output.bci
	cgen-output.bin
	cgen-output.com
	cgen-output.scm
	char.bci
	char.bin
	char.com
	char.ext
	char.scm
	char-set.bci
	char-set.bin
	char-set.com
	char-set.ext
	char-set.scm
	chrsyn.bci
	chrsyn.bin
	chrsyn.com
	chrsyn.ext
	chrsyn.scm
	Clean.sh
	codwlk.bci
	codwlk.bin
	codwlk.com
	codwlk.ext
	codwlk.scm
	command-line.bci
	command-line.bin
	command-line.com
	command-line.scm
	comparator.bci
	comparator.bin
	comparator.com
	comparator.ext
	comparator.scm
	compound-predicate.bci
	compound-predicate.bin
	compound-predicate.com
	compound-predicate.ext
	compound-predicate.scm
	condvar.bci
	condvar.bin
	condvar.com
	condvar.ext
	condvar.scm
	conpar.bci
	conpar.bin
	conpar.com
	conpar.ext
	conpar.scm
	console-io.bci
	console-io.bin
	console-io.com
	console-io.scm
	contin.bci
	contin.bin
	contin.com
	contin.ext
	contin.scm
	cpoint.bci
	cpoint.bin
	cpoint.com
	cpoint.ext
	cpoint.scm
	cpress.bci
	cpress.bin
	cpress.com
	cpress.ext
	cpress.scm
	crypto.bci
	crypto.bin
	crypto.com
	crypto.scm
	datime.bci
	datime.bin
	datime.com
	datime.ext
	datime.scm
	dbgcmd.bci
	dbgcmd.bin
	dbgcmd.com
	dbgcmd.scm
	dbgutl.bci
	dbgutl.bin
	dbgutl.com
	dbgutl.scm
	debug.bci
	debug.bin
	debug.com
	debug.ext
	debug.scm
	defstr.bci
	defstr.bin
	defstr.com
	defstr.ext
	defstr.scm
	digraph.bci
	digraph.bin
	digraph.com
	digraph.scm
	dispatch-cache.bci
	dispatch-cache.bin
	dispatch-cache.com
	dispatch-cache.ext
	dispatch-cache.scm
	dispatch-tag.bci
	dispatch-tag.bin
	dispatch-tag.com
	dispatch-tag.ext
	dispatch-tag.scm
	division.bci
	division.bin
	division.com
	division.scm
	dos-pathname.bci
	dos-pathname.bin
	dos-pathname.com
	dos-pathname.scm
	dragon4.bci
	dragon4.bin
	dragon4.com
	dragon4.scm
	dynamic.bci
	dynamic.bin
	dynamic.com
	dynamic.ext
	dynamic.scm
	ed-ffi.bci
	ed-ffi.bin
	ed-ffi.com
	ed-ffi.scm
	emacs.bci
	emacs.bin
	emacs.com
	emacs.scm
	environment.bci
	environment.bin
	environment.com
	environment.ext
	environment.scm
	equals.bci
	equals.bin
	equals.com
	equals.ext
	equals.scm
	error.bci
	error.bin
	error.com
	error.ext
	error.scm
	events.bci
	events.bin
	events.com
	events.ext
	events.scm
	feature.bci
	feature.bin
	feature.com
	feature.scm
	ffi.bci
	ffi.bin
	ffi.com
	ffi.ext
	ffi.scm
	file-attributes.bci
	file-attributes.bin
	file-attributes.com
	file-attributes.scm
	file-io.bci
	file-io.bin
	file-io.com
	file-io.scm
	floenv.bci
	floenv.bin
	floenv.com
	floenv.ext
	floenv.scm
	format.bci
	format.bin
	format.com
	format.scm
	framex.bci
	framex.bin
	framex.com
	framex.ext
	framex.scm
	gc.bci
	gc.bin
	gc.com
	gcdemn.bci
	gcdemn.bin
	gcdemn.com
	gcdemn.scm
	gcfinal.bci
	gcfinal.bin
	gcfinal.com
	gcfinal.ext
	gcfinal.scm
	gcnote.bci
	gcnote.bin
	gcnote.com
	gcnote.ext
	gcnote.scm
	gc.scm
	gcstat.bci
	gcstat.bin
	gcstat.com
	gcstat.ext
	gcstat.scm
	gdbm.bci
	gdbm.bin
	gdbm.com
	gdbm.scm
	generator.bci
	generator.bin
	generator.com
	generator.scm
	generic-io.bci
	generic-io.bin
	generic-io.com
	generic-io.ext
	generic-io.scm
	global.bci
	global.bin
	global.com
	global.ext
	global.scm
	graphics.bci
	graphics.bin
	graphics.com
	graphics.ext
	graphics.scm
	hash.bci
	hash.bin
	hash.com
	hash.scm
	hash-table.bci
	hash-table.bin
	hash-table.com
	hash-table.ext
	hash-table.scm
	histry.bci
	histry.bin
	histry.com
	histry.ext
	histry.scm
	host-adapter.bci
	host-adapter.bin
	host-adapter.com
	host-adapter.scm
	html-form-codec.bci
	html-form-codec.bin
	html-form-codec.com
	html-form-codec.scm
	http-client.bci
	http-client.bin
	http-client.com
	http-client.scm
	http-io.bci
	http-io.bin
	http-io.com
	http-io.ext
	http-io.scm
	http-syntax.bci
	http-syntax.bin
	http-syntax.com
	http-syntax.ext
	http-syntax.scm
	ieee754.bci
	ieee754.bin
	ieee754.com
	ieee754.scm
	infstr.bci
	infstr.bin
	infstr.com
	infstr.ext
	infstr.scm
	infutl.bci
	infutl.bin
	infutl.com
	infutl.ext
	infutl.scm
	input-port.bci
	input-port.bin
	input-port.com
	input-port.ext
	input-port.scm
	integer-bits.bci
	integer-bits.bin
	integer-bits.com
	integer-bits.ext
	integer-bits.scm
	interrupt.bci
	interrupt.bin
	interrupt.com
	interrupt.ext
	interrupt.scm
	keyword.bci
	keyword.bin
	keyword.com
	keyword.ext
	keyword.scm
	lambda.bci
	lambda.bin
	lambda.com
	lambda.ext
	lambda-list.bci
	lambda-list.bin
	lambda-list.com
	lambda-list.scm
	lambda.scm
	lambdx.bci
	lambdx.bin
	lambdx.com
	lambdx.ext
	lambdx.scm
	legacy-string.bci
	legacy-string.bin
	legacy-string.com
	legacy-string.ext
	legacy-string.scm
	library-database.bci
	library-database.bin
	library-database.com
	library-database.ext
	library-database.scm
	library-ixports.bci
	library-ixports.bin
	library-ixports.com
	library-ixports.ext
	library-ixports-mit.bci
	library-ixports-mit.bin
	library-ixports-mit.com
	library-ixports-mit.ext
	library-ixports-mit.scm
	library-ixports-r7rs.bci
	library-ixports-r7rs.bin
	library-ixports-r7rs.com
	library-ixports-r7rs.scm
	library-ixports.scm
	library-loader.bci
	library-loader.bin
	library-loader.com
	library-loader.scm
	library-parser.bci
	library-parser.bin
	library-parser.com
	library-parser.ext
	library-parser.scm
	library-scode.bci
	library-scode.bin
	library-scode.com
	library-scode.scm
	library-standard.bci
	library-standard.bin
	library-standard.com
	library-standard.scm
	list.bci
	list.bin
	list.com
	list.ext
	list.scm
	load.bci
	load.bin
	load.com
	load.ext
	load.scm
	make.bci
	make.bin
	make.com
	Makefile
	Makefile-fragment
	Makefile.in
	make.scm
	memoizer.bci
	memoizer.bin
	memoizer.com
	memoizer.ext
	memoizer.scm
	microcode-data.bci
	microcode-data.bin
	microcode-data.com
	microcode-data.ext
	microcode-data.scm
	microcode-errors.bci
	microcode-errors.bin
	microcode-errors.com
	microcode-errors.ext
	microcode-errors.scm
	microcode-tables.bci
	microcode-tables.bin
	microcode-tables.com
	microcode-tables.ext
	microcode-tables.scm
	mime-codec.bci
	mime-codec.bin
	mime-codec.com
	mime-codec.ext
	mime-codec.scm
	mit-macros.bci
	mit-macros.bin
	mit-macros.com
	mit-macros.scm
	mit-syntax.bci
	mit-syntax.bin
	mit-syntax.com
	mit-syntax.ext
	mit-syntax.scm
	msort.bci
	msort.bin
	msort.com
	msort.scm
	ntdir.bci
	ntdir.bin
	ntdir.com
	ntdir.scm
	ntprm.bci
	ntprm.bin
	ntprm.com
	ntprm.ext
	ntprm.scm
	numint.bci
	numint.bin
	numint.com
	numint.scm
	numpar.bci
	numpar.bin
	numpar.com
	numpar.ext
	numpar.scm
	option.bci
	option.bin
	option.com
	optiondb.bci
	optiondb.bin
	optiondb.com
	optiondb.scm
	option.scm
	ordvec.bci
	ordvec.bin
	ordvec.com
	ordvec.scm
	os-primitives.bci
	os-primitives.bin
	os-primitives.com
	os-primitives.scm
	output-port.bci
	output-port.bin
	output-port.com
	output-port.ext
	output-port.scm
	packag.bci
	packag.bin
	packag.com
	packag.ext
	packag.scm
	parametric-predicate.bci
	parametric-predicate.bin
	parametric-predicate.com
	parametric-predicate.ext
	parametric-predicate.scm
	parser-buffer.bci
	parser-buffer.bin
	parser-buffer.com
	parser-buffer.ext
	parser-buffer.scm
	pathname.bci
	pathname.bin
	pathname.com
	pathname.ext
	pathname.scm
	pgsql.bci
	pgsql.bin
	pgsql.com
	pgsql.scm
	poplat.bci
	poplat.bin
	poplat.com
	poplat.ext
	poplat.scm
	pp.bci
	pp.bin
	pp.com
	pp.ext
	pp.scm
	predicate.bci
	predicate.bin
	predicate.com
	predicate-dispatch.bci
	predicate-dispatch.bin
	predicate-dispatch.com
	predicate-dispatch.ext
	predicate-dispatch.scm
	predicate.ext
	predicate.scm
	predicate-tagging.bci
	predicate-tagging.bin
	predicate-tagging.com
	predicate-tagging.scm
	prgcop.bci
	prgcop.bin
	prgcop.com
	prgcop.ext
	prgcop.scm
	primitive-arithmetic.bci
	primitive-arithmetic.bin
	primitive-arithmetic.com
	primitive-arithmetic.ext
	primitive-arithmetic.scm
	primitive-io.bci
	primitive-io.bin
	primitive-io.com
	primitive-io.ext
	primitive-io.scm
	printer.bci
	printer.bin
	printer.com
	printer.ext
	printer.scm
	procedure.bci
	procedure.bin
	procedure.com
	procedure.ext
	procedure.scm
	process.bci
	process.bin
	process.com
	process.ext
	process.scm
	prop1d.bci
	prop1d.bin
	prop1d.com
	prop1d.ext
	prop1d.scm
	prop2d.bci
	prop2d.bin
	prop2d.com
	prop2d.scm
	qsort.bci
	qsort.bin
	qsort.com
	qsort.scm
	queue.bci
	queue.bin
	queue.com
	queue.ext
	queue.scm
	random.bci
	random.bin
	random.com
	random.ext
	random.scm
	rbtree.bci
	rbtree.bin
	rbtree.com
	rbtree.ext
	rbtree.scm
	reader.bci
	reader.bin
	reader.com
	reader.ext
	reader.scm
	record.bci
	record.bin
	record.com
	record.ext
	record.scm
	reference-trap.bci
	reference-trap.bin
	reference-trap.com
	reference-trap.ext
	reference-trap.scm
	regexp.bci
	regexp.bin
	regexp.com
	regexp.ext
	regexp-nfa.bci
	regexp-nfa.bin
	regexp-nfa.com
	regexp-nfa.ext
	regexp-nfa.scm
	regexp-recursive.bci
	regexp-recursive.bin
	regexp-recursive.com
	regexp-recursive.ext
	regexp-recursive.scm
	regexp-rules.bci
	regexp-rules.bin
	regexp-rules.com
	regexp-rules.ext
	regexp-rules.scm
	regexp.scm
	regsexp.bci
	regsexp.bin
	regsexp.com
	regsexp.ext
	regsexp.scm
	rep.bci
	rep.bin
	rep.com
	rep.ext
	rep.scm
	rep-ui.bci
	rep-ui.bin
	rep-ui.com
	rep-ui.ext
	rep-ui.scm
	rexp.bci
	rexp.bin
	rexp.com
	rexp.scm
	rfc2822-headers.bci
	rfc2822-headers.bin
	rfc2822-headers.com
	rfc2822-headers.ext
	rfc2822-headers.scm
	rgxcmp.bci
	rgxcmp.bin
	rgxcmp.com
	rgxcmp.ext
	rgxcmp.scm
	runtime.cbf
	runtime.pkg
	runtime.sf
	runtime-unx.crf
	runtime-unx.fre
	runtime-unx.pkd
	savres.bci
	savres.bin
	savres.com
	savres.scm
	scan.bci
	scan.bin
	scan.com
	scan.ext
	scan.scm
	scode.bci
	scode.bin
	scode.com
	scode.ext
	scode.scm
	sdata.bci
	sdata.bin
	sdata.com
	sdata.scm
	Setup.sh
	sfile.bci
	sfile.bin
	sfile.com
	sfile.ext
	sfile.scm
	sha3.bci
	sha3.bin
	sha3.com
	sha3.ext
	sha3.scm
	simple-matcher.bci
	simple-matcher.bin
	simple-matcher.com
	simple-matcher.ext
	simple-matcher.scm
	socket.bci
	socket.bin
	socket.com
	socket.scm
	srfi-115.bci
	srfi-115.bin
	srfi-115.com
	srfi-115.ext
	srfi-115.scm
	srfi-1.bci
	srfi-1.bin
	srfi-1.com
	srfi-1.ext
	srfi-1.scm
	stack-sample.bci
	stack-sample.bin
	stack-sample.com
	stack-sample.ext
	stack-sample.scm
	Stage.sh
	stream.bci
	stream.bin
	stream.com
	stream.scm
	string.bci
	string.bin
	string.com
	string.ext
	string-io.bci
	string-io.bin
	string-io.com
	string-io.ext
	string-io.scm
	string.scm
	structure-parser.bci
	structure-parser.bin
	structure-parser.com
	structure-parser.ext
	structure-parser.scm
	swank.bci
	swank.bin
	swank.com
	swank.ext
	swank.scm
	symbol.bci
	symbol.bin
	symbol.com
	symbol.ext
	symbol.scm
	syncproc.bci
	syncproc.bin
	syncproc.com
	syncproc.ext
	syncproc.scm
	syntax.bci
	syntax.bin
	syntax-check.bci
	syntax-check.bin
	syntax-check.com
	syntax-check.scm
	syntax.com
	syntax-constructor.bci
	syntax-constructor.bin
	syntax-constructor.com
	syntax-constructor.ext
	syntax-constructor.scm
	syntax-declaration.bci
	syntax-declaration.bin
	syntax-declaration.com
	syntax-declaration.scm
	syntax-environment.bci
	syntax-environment.bin
	syntax-environment.com
	syntax-environment.ext
	syntax-environment.scm
	syntax.ext
	syntax-items.bci
	syntax-items.bin
	syntax-items.com
	syntax-items.ext
	syntax-items.scm
	syntax-low.bci
	syntax-low.bin
	syntax-low.com
	syntax-low.ext
	syntax-low.scm
	syntax-output.bci
	syntax-output.bin
	syntax-output.com
	syntax-output.ext
	syntax-output.scm
	syntax-parser.bci
	syntax-parser.bin
	syntax-parser.com
	syntax-parser.scm
	syntax-rename.bci
	syntax-rename.bin
	syntax-rename.com
	syntax-rename.ext
	syntax-rename.scm
	syntax-rules.bci
	syntax-rules.bin
	syntax-rules.com
	syntax-rules.ext
	syntax-rules.scm
	syntax.scm
	sysclk.bci
	sysclk.bin
	sysclk.com
	sysclk.ext
	sysclk.scm
	sysmac.bci
	sysmac.bin
	sysmac.com
	sysmac.scm
	system.bci
	system.bin
	system.com
	system.scm
	Tags.sh
	textual-port.bci
	textual-port.bin
	textual-port.com
	textual-port.ext
	textual-port.scm
	thread-barrier.bci
	thread-barrier.bin
	thread-barrier.com
	thread-barrier.ext
	thread-barrier.scm
	thread.bci
	thread.bin
	thread.com
	thread.ext
	thread-low.bci
	thread-low.bin
	thread-low.com
	thread-low.ext
	thread-low.scm
	thread-queue.bci
	thread-queue.bin
	thread-queue.com
	thread-queue.ext
	thread-queue.scm
	thread.scm
	transcript.bci
	transcript.bin
	transcript.com
	transcript.scm
	trie.bci
	trie.bin
	trie.com
	trie.ext
	trie.scm
	ucd-glue.bci
	ucd-glue.bin
	ucd-glue.com
	ucd-glue.scm
	ucd-grapheme.bci
	ucd-grapheme.bin
	ucd-grapheme.com
	ucd-grapheme.scm
	ucd-segmentation.bci
	ucd-segmentation.bin
	ucd-segmentation.com
	ucd-segmentation.ext
	ucd-segmentation.scm
	ucd-table-alpha.bci
	ucd-table-alpha.bin
	ucd-table-alpha.com
	ucd-table-alpha.scm
	ucd-table-canonical-cm.bci
